0,956824243,0,0,0,0,0,0,0,0,0,0,
1,956824248,0,0,0,0,0,0,0,0,0,0,
0,956881715,0,0,0,0,0,0,0,0,0,0,
1,956881720,0,0,0,0,0,0,0,0,0,0,
0,956925795,0,0,0,0,0,0,0,0,0,0,
1,956925799,0,0,0,0,0,0,0,0,0,0,
0,956959374,0,0,0,0,0,0,0,0,0,0,
1,956959378,0,0,0,0,0,0,0,0,0,0,
0,957002144,0,0,0,0,0,0,0,0,0,0,
1,957002150,0,0,0,0,0,0,0,0,0,0,
0,957028967,0,0,0,0,0,0,0,0,0,0,
1,957028971,0,0,0,0,0,0,0,0,0,0,
0,957060679,0,0,0,0,0,0,0,0,0,0,
1,957060682,0,0,0,0,0,0,0,0,0,0,
0,957094028,0,0,0,0,0,0,0,0,0,0,
1,957094031,0,0,0,0,0,0,0,0,0,0,
0,957126986,0,0,0,0,0,0,0,0,0,0,
1,957126989,0,0,0,0,0,0,0,0,0,0,
0,957162281,0,0,0,0,0,0,0,0,0,0,
1,957162285,0,0,0,0,0,0,0,0,0,0,
0,957193829,0,0,0,0,0,0,0,0,0,0,
1,957193833,0,0,0,0,0,0,0,0,0,0,
0,957228256,0,0,0,0,0,0,0,0,0,0,
1,957228259,0,0,0,0,0,0,0,0,0,0,
0,957260558,0,0,0,0,0,0,0,0,0,0,
1,957260562,0,0,0,0,0,0,0,0,0,0,
0,957294606,0,0,0,0,0,0,0,0,0,0,
1,957294609,0,0,0,0,0,0,0,0,0,0,
0,957329995,0,0,0,0,0,0,0,0,0,0,
1,957329999,0,0,0,0,0,0,0,0,0,0,
0,957360255,0,0,0,0,0,0,0,0,0,0,
1,957360261,0,0,0,0,0,0,0,0,0,0,
0,957393960,0,0,0,0,0,0,0,0,0,0,
1,957393965,0,0,0,0,0,0,0,0,0,0,
0,957428879,0,0,0,0,0,0,0,0,0,0,
1,957428883,0,0,0,0,0,0,0,0,0,0,
0,957460647,0,0,0,0,0,0,0,0,0,0,
1,957460650,0,0,0,0,0,0,0,0,0,0,
0,957495825,0,0,0,0,0,0,0,0,0,0,
1,957495828,0,0,0,0,0,0,0,0,0,0,
0,957526122,0,0,0,0,0,0,0,0,0,0,
1,957526125,0,0,0,0,0,0,0,0,0,0,
0,957558909,0,0,0,0,0,0,0,0,0,0,
1,957558913,0,0,0,0,0,0,0,0,0,0,
0,957592400,0,0,0,0,0,0,0,0,0,0,
1,957592403,0,0,0,0,0,0,0,0,0,0,
0,957626640,0,0,0,0,0,0,0,0,0,0,
1,957626643,0,0,0,0,0,0,0,0,0,0,
0,957661063,0,0,0,0,0,0,0,0,0,0,
1,957661067,0,0,0,0,0,0,0,0,0,0,
0,957692723,0,0,0,0,0,0,0,0,0,0,
1,957692726,0,0,0,0,0,0,0,0,0,0,
0,957726020,0,0,0,0,0,0,0,0,0,0,
1,957726024,0,0,0,0,0,0,0,0,0,0,
0,957758988,0,0,0,0,0,0,0,0,0,0,
1,957758992,0,0,0,0,0,0,0,0,0,0,
0,957792299,0,0,0,0,0,0,0,0,0,0,
1,957792303,0,0,0,0,0,0,0,0,0,0,
0,957828752,0,0,0,0,0,0,0,0,0,0,
1,957828756,0,0,0,0,0,0,0,0,0,0,
0,957858887,0,0,0,0,0,0,0,0,0,0,
1,957858891,0,0,0,0,0,0,0,0,0,0,
0,957892315,0,0,0,0,0,0,0,0,0,0,
1,957892318,0,0,0,0,0,0,0,0,0,0,
0,957925821,0,0,0,0,0,0,0,0,0,0,
1,957925824,0,0,0,0,0,0,0,0,0,0,
0,957958821,0,0,0,0,0,0,0,0,0,0,
1,957958824,0,0,0,0,0,0,0,0,0,0,
0,957994312,0,0,0,0,0,0,0,0,0,0,
1,957994315,0,0,0,0,0,0,0,0,0,0,
0,958026669,0,0,0,0,0,0,0,0,0,0,
